"Date","Price","Open","High","Low","Vol.","Change %"
"03-07-2023","391.60","393.90","393.90","389.50","4.52M","0.63%"
"30-06-2023","389.15","385.00","389.75","383.00","4.54M","1.95%"
"28-06-2023","381.70","383.75","383.75","380.80","3.57M","-0.24%"
"27-06-2023","382.60","384.25","384.25","381.50","2.94M","0.45%"
"26-06-2023","380.90","380.00","381.90","379.05","2.05M","0.25%"
"23-06-2023","379.95","382.30","383.00","378.10","3.24M","-0.61%"
"22-06-2023","382.30","386.00","386.00","381.60","4.68M","-0.83%"
"21-06-2023","385.50","384.25","387.25","383.10","4.41M","0.78%"
"20-06-2023","382.50","381.80","384.95","380.60","5.90M","0.62%"
"19-06-2023","380.15","382.00","382.00","377.10","5.31M","-0.30%"
"16-06-2023","381.30","385.55","388.65","379.15","20.56M","-1.97%"
"15-06-2023","388.95","397.10","397.45","388.25","14.35M","-1.89%"
"14-06-2023","396.45","396.30","397.15","392.70","9.26M","0.23%"
"13-06-2023","395.55","397.95","398.50","394.50","6.51M","-0.01%"
"12-06-2023","395.60","399.80","399.80","394.60","5.99M","-0.43%"
"09-06-2023","397.30","399.45","400.35","396.05","6.01M","-0.56%"
"08-06-2023","399.55","404.10","404.75","398.75","5.31M","-0.81%"
"07-06-2023","402.80","402.40","403.60","401.00","4.11M","0.71%"
"06-06-2023","399.95","403.35","403.35","395.55","6.85M","-1.05%"
"05-06-2023","404.20","408.90","409.75","403.70","3.63M","-0.19%"
"02-06-2023","404.95","408.70","409.80","404.00","3.16M","-0.54%"
"01-06-2023","407.15","405.00","408.00","404.05","3.53M","0.87%"
"31-05-2023","403.65","401.75","404.80","400.50","5.89M","0.29%"
"30-05-2023","402.50","400.00","403.85","399.45","3.69M","0.68%"
"29-05-2023","399.80","404.00","406.00","399.35","3.98M","-0.47%"
"26-05-2023","401.70","395.15","402.55","395.00","3.96M","1.93%"
"25-05-2023","394.10","399.00","399.00","392.65","6.80M","-1.40%"
"24-05-2023","399.70","394.50","400.45","393.35","4.13M","0.52%"
"23-05-2023","397.65","397.00","402.10","396.05","6.36M","0.48%"
"22-05-2023","395.75","386.50","396.60","385.40","6.10M","2.47%"
"19-05-2023","386.20","384.80","388.20","383.50","3.64M","0.94%"
"18-05-2023","382.60","385.20","385.35","382.25","2.12M","0.08%"
"17-05-2023","382.30","386.20","387.35","381.35","2.69M","-1.20%"
"16-05-2023","386.95","387.50","388.80","386.50","2.03M","0.31%"
"15-05-2023","385.75","383.25","387.00","382.50","2.54M","0.65%"
"12-05-2023","383.25","384.60","385.25","381.55","2.29M","-0.36%"
"11-05-2023","384.65","385.70","386.85","383.10","2.02M","0.23%"
"10-05-2023","383.75","384.00","384.55","382.00","1.84M","0.38%"
"09-05-2023","382.30","382.50","383.45","380.05","2.86M","0.51%"
"08-05-2023","380.35","381.00","383.00","379.60","4.81M","0.25%"
"05-05-2023","379.40","382.75","384.40","379.00","3.95M","-1.12%"
"04-05-2023","383.70","384.75","386.15","383.05","3.13M","-0.36%"
"03-05-2023","385.10","388.35","388.35","382.05","2.41M","-0.84%"
"02-05-2023","388.35","389.00","392.15","387.45","4.87M","0.87%"
"28-04-2023","385.00","380.00","388.00","380.00","13.85M","2.83%"
"27-04-2023","374.40","376.40","376.60","372.05","4.25M","-0.04%"
"26-04-2023","374.55","377.65","377.65","373.40","3.50M","-0.29%"
"25-04-2023","375.65","378.20","378.90","374.10","3.76M","-0.61%"
"24-04-2023","377.95","375.00","378.60","370.55","8.89M","2.69%"
"21-04-2023","368.05","364.10","368.70","363.65","2.65M","1.43%"
"20-04-2023","362.85","360.50","363.70","359.00","2.21M","0.57%"
"19-04-2023","360.80","367.90","367.90","360.40","3.74M","-1.93%"
"18-04-2023","367.90","363.45","368.90","359.25","4.01M","1.81%"
"17-04-2023","361.35","359.95","361.95","352.00","6.80M","-1.89%"
"13-04-2023","368.30","369.90","369.90","366.00","3.36M","-1.03%"
"12-04-2023","372.15","370.60","373.45","369.35","2.79M","0.51%"
"11-04-2023","370.25","373.50","374.85","368.60","3.39M","-0.82%"
"10-04-2023","373.30","368.00","374.40","367.60","2.81M","1.81%"
"06-04-2023","366.65","369.00","370.45","365.85","3.21M","-0.84%"
"05-04-2023","369.75","369.70","371.90","367.20","3.22M","0.49%"
"03-04-2023","367.95","367.95","368.40","365.15","2.03M","0.74%"
"31-03-2023","365.25","363.35","365.75","361.30","3.96M","1.73%"
"29-03-2023","359.05","358.00","360.75","355.00","4.41M","0.80%"
"28-03-2023","356.20","363.00","364.05","355.40","3.91M","-1.40%"
"27-03-2023","361.25","361.75","364.00","359.20","3.11M","-0.14%"
"24-03-2023","361.75","363.35","366.85","361.00","3.95M","0.07%"
"23-03-2023","361.50","364.90","364.90","360.35","4.74M","-1.34%"
"22-03-2023","366.40","367.85","370.00","365.85","2.69M","0.00%"
"21-03-2023","366.40","369.00","370.25","365.45","3.61M","-0.20%"
"20-03-2023","367.15","375.00","375.95","365.15","4.09M","-2.48%"
"17-03-2023","376.50","377.20","378.35","373.85","4.52M","0.98%"
"16-03-2023","372.85","375.35","376.70","370.00","3.84M","-0.77%"
"15-03-2023","375.75","383.70","383.70","374.90","3.84M","-0.98%"
"14-03-2023","379.45","386.55","387.15","377.35","4.05M","-1.56%"
"13-03-2023","385.45","389.00","392.60","383.75","2.99M","-0.94%"
"10-03-2023","389.10","387.90","389.90","386.60","2.28M","-0.26%"
"09-03-2023","390.10","392.80","393.85","389.60","2.08M","-0.64%"
"08-03-2023","392.60","391.65","393.00","388.85","2.45M","-0.29%"
"06-03-2023","393.75","392.45","396.65","392.10","3.36M","0.85%"
"03-03-2023","390.45","390.60","391.45","389.10","2.20M","0.62%"
"02-03-2023","388.05","388.70","390.35","387.30","2.22M","-0.74%"
"01-03-2023","390.95","388.10","391.75","387.30","2.27M","1.01%"
"28-02-2023","387.05","391.85","393.20","385.70","5.03M","-0.85%"
"27-02-2023","390.35","392.75","393.30","385.45","2.78M","-0.75%"
"24-02-2023","393.30","395.95","396.50","392.55","2.55M","-0.17%"
"23-02-2023","393.95","395.80","398.70","393.40","3.04M","-0.30%"
"22-02-2023","395.15","399.50","400.35","394.45","3.44M","-1.89%"
"21-02-2023","402.75","407.40","408.00","402.10","2.88M","-1.06%"
"20-02-2023","407.05","405.30","407.80","402.20","3.25M","0.18%"
"17-02-2023","406.30","406.85","408.00","404.00","2.81M","-0.88%"
"16-02-2023","409.90","408.80","413.25","408.55","5.59M","0.61%"
"15-02-2023","407.40","402.70","407.85","400.35","2.61M","0.57%"
"14-02-2023","405.10","403.00","406.45","401.50","2.32M","1.12%"
"13-02-2023","400.60","405.65","405.65","399.20","2.41M","-1.28%"
"10-02-2023","405.80","407.00","407.00","402.80","2.58M","-0.61%"
"09-02-2023","408.30","406.75","408.95","403.55","2.64M","0.38%"
"08-02-2023","406.75","401.00","407.60","401.00","4.15M","1.56%"
"07-02-2023","400.50","405.50","405.50","399.05","3.34M","-1.03%"
"06-02-2023","404.65","405.40","406.20","401.60","2.98M","-0.80%"
"03-02-2023","407.90","412.55","413.00","406.15","4.43M","-0.38%"
"02-02-2023","409.45","402.40","410.00","402.40","5.42M","1.75%"
"01-02-2023","402.40","401.50","403.90","398.35","3.51M","0.89%"
"31-01-2023","398.85","402.30","402.55","397.70","4.78M","-0.85%"
"30-01-2023","402.25","398.05","404.80","395.05","3.63M","1.06%"
"27-01-2023","398.05","401.55","403.60","394.20","3.71M","-0.87%"
"25-01-2023","401.55","405.00","405.90","400.00","3.18M","-1.24%"
"24-01-2023","406.60","408.40","410.20","405.15","4.78M","-0.10%"
"23-01-2023","407.00","405.20","407.75","402.50","4.41M","0.95%"
"20-01-2023","403.15","403.55","405.40","401.30","4.63M","-0.06%"
"19-01-2023","403.40","402.10","404.00","398.75","4.72M","0.05%"
"18-01-2023","403.20","398.50","403.85","398.00","8.04M","1.73%"
"17-01-2023","396.35","400.05","402.05","393.75","7.16M","-0.56%"
"16-01-2023","398.60","390.00","401.00","389.00","11.93M","1.19%"
"13-01-2023","393.90","396.00","396.60","386.50","6.81M","-0.15%"
"12-01-2023","394.50","395.75","397.90","390.50","4.76M","0.17%"
"11-01-2023","393.85","393.00","396.00","391.50","3.83M","0.20%"
"10-01-2023","393.05","392.00","393.90","387.35","3.94M","0.32%"
"09-01-2023","391.80","386.00","393.00","385.10","3.67M","2.57%"
"06-01-2023","382.00","387.00","388.80","381.40","4.24M","-1.27%"
"05-01-2023","386.90","390.00","392.20","383.75","4.78M","-0.72%"
"04-01-2023","389.70","397.50","397.50","388.60","4.46M","-1.85%"
"03-01-2023","397.05","393.05","397.75","391.70","3.00M","1.02%"
"02-01-2023","393.05","393.00","393.90","390.50","2.78M","0.08%"
"30-12-2022","392.75","393.00","396.30","391.55","4.13M","0.51%"
"29-12-2022","390.75","386.25","392.10","384.80","4.74M","0.76%"
"28-12-2022","387.80","385.00","389.55","383.25","3.84M","0.31%"
"27-12-2022","386.60","382.50","387.35","380.25","3.84M","1.60%"
"26-12-2022","380.50","378.00","381.60","376.30","3.63M","0.75%"
"23-12-2022","377.65","384.00","385.85","377.00","6.06M","-2.86%"
"22-12-2022","388.75","390.10","391.95","386.00","4.55M","-0.19%"
"21-12-2022","389.50","390.90","393.25","387.85","5.11M","0.14%"
"20-12-2022","388.95","388.80","389.90","383.00","4.39M","-0.03%"
"19-12-2022","389.05","388.45","390.50","385.70","4.42M","-0.18%"
"16-12-2022","389.75","391.40","394.80","388.05","9.01M","-1.38%"
"15-12-2022","395.20","399.75","399.75","394.05","3.88M","-1.21%"
"14-12-2022","400.05","400.80","404.50","399.25","5.00M","0.58%"
"13-12-2022","397.75","398.35","399.35","396.00","3.41M","0.35%"
"12-12-2022","396.35","392.90","397.50","388.00","5.18M","0.58%"
"09-12-2022","394.05","406.00","406.00","391.25","7.71M","-2.39%"
"08-12-2022","403.70","407.25","408.00","403.30","4.47M","-0.64%"
"07-12-2022","406.30","409.00","409.50","405.30","3.28M","-1.23%"
"06-12-2022","411.35","410.50","412.60","407.80","4.42M","-0.24%"
"05-12-2022","412.35","413.25","414.95","410.65","4.97M","-0.01%"
"02-12-2022","412.40","413.80","413.90","409.05","5.86M","-0.31%"
"01-12-2022","413.70","412.85","416.35","411.65","7.93M","1.67%"
"30-11-2022","406.90","406.90","408.00","402.65","6.95M","0.43%"
"29-11-2022","405.15","403.00","408.90","402.90","4.55M","-0.12%"
"28-11-2022","405.65","402.80","409.45","402.00","6.84M","0.71%"
"25-11-2022","402.80","399.00","404.40","395.90","6.82M","1.14%"
"24-11-2022","398.25","389.90","399.75","389.15","6.69M","2.44%"
"23-11-2022","388.75","390.75","391.95","388.00","3.36M","-0.01%"
"22-11-2022","388.80","389.00","389.40","384.50","4.21M","0.04%"
"21-11-2022","388.65","393.85","394.45","387.60","3.95M","-1.32%"
"18-11-2022","393.85","397.85","398.90","392.80","4.77M","-0.73%"
"17-11-2022","396.75","397.90","398.00","395.00","3.03M","-0.38%"
"16-11-2022","398.25","399.00","401.70","396.20","5.52M","0.28%"
"15-11-2022","397.15","398.05","399.55","394.00","6.23M","0.15%"
"14-11-2022","396.55","402.65","402.65","395.55","8.81M","-0.79%"
"11-11-2022","399.70","398.50","405.85","397.25","14.21M","2.78%"
"10-11-2022","388.90","388.80","391.10","387.00","2.75M","-0.52%"
"09-11-2022","390.95","394.05","394.40","389.15","3.43M","-0.14%"
"07-11-2022","391.50","393.00","394.85","387.60","4.13M","0.24%"
"04-11-2022","390.55","388.50","392.40","385.65","4.51M","0.53%"
"03-11-2022","388.50","389.75","393.75","385.55","5.16M","-1.38%"
"02-11-2022","393.95","392.85","394.85","390.65","3.36M","0.40%"
"01-11-2022","392.40","388.00","393.00","386.60","5.77M","1.51%"
"31-10-2022","386.55","386.55","388.40","384.75","3.32M","0.86%"
"28-10-2022","383.25","382.80","385.85","382.00","3.80M","0.16%"
"27-10-2022","382.65","386.00","386.95","381.10","5.86M","-0.52%"
"25-10-2022","384.65","386.45","386.45","383.65","2.89M","-0.01%"
"24-10-2022","384.70","386.40","386.40","384.00","1.74M","0.56%"
"21-10-2022","382.55","382.50","383.30","380.20","4.47M","0.28%"
"20-10-2022","381.50","377.00","382.60","376.00","5.93M","0.91%"
"19-10-2022","378.05","381.20","381.20","377.05","5.10M","-0.33%"
"18-10-2022","379.30","383.70","384.25","378.40","11.16M","1.12%"
"17-10-2022","375.10","377.30","378.95","372.40","8.45M","-0.58%"
"14-10-2022","377.30","387.00","387.50","376.25","13.93M","-0.47%"
"13-10-2022","379.10","387.00","392.35","378.10","42.45M","-7.07%"
"12-10-2022","407.95","404.25","409.60","401.60","6.31M","0.88%"
"11-10-2022","404.40","414.90","417.90","402.30","11.36M","-1.68%"
"10-10-2022","411.30","400.30","413.50","399.75","9.36M","0.78%"
"07-10-2022","408.10","409.80","411.75","406.25","3.79M","-0.50%"
"06-10-2022","410.15","409.35","413.00","407.45","5.60M","1.15%"
"04-10-2022","405.50","399.95","406.00","399.00","6.30M","2.79%"
"03-10-2022","394.50","393.90","398.00","390.60","4.07M","0.06%"
"30-09-2022","394.25","392.45","396.70","387.50","6.79M","0.37%"
"29-09-2022","392.80","401.00","401.90","391.55","5.94M","-1.32%"
"28-09-2022","398.05","396.00","400.50","395.35","4.46M","-0.09%"
"27-09-2022","398.40","396.80","401.40","392.00","6.23M","0.91%"
"26-09-2022","394.80","392.00","399.20","384.60","9.50M","0.11%"
"23-09-2022","394.35","398.10","399.40","393.65","6.98M","-0.90%"
"22-09-2022","397.95","398.00","400.35","395.00","8.25M","-0.70%"
"21-09-2022","400.75","405.90","405.90","399.50","9.65M","-1.02%"
"20-09-2022","404.90","406.00","409.40","404.45","4.49M","0.73%"
"19-09-2022","401.95","405.00","406.20","397.00","6.79M","0.07%"
"16-09-2022","401.65","412.75","412.75","400.20","10.10M","-3.23%"
"15-09-2022","415.05","419.70","420.90","413.25","5.32M","-0.30%"
"14-09-2022","416.30","409.00","422.70","409.00","8.79M","-1.50%"
"13-09-2022","422.65","424.90","426.00","421.50","4.70M","0.15%"
"12-09-2022","422.00","419.85","424.40","418.05","5.84M","1.16%"
"09-09-2022","417.15","417.00","419.45","411.35","7.34M","1.05%"
"08-09-2022","412.80","410.00","414.35","409.60","7.03M","1.31%"
"07-09-2022","407.45","402.10","408.85","401.00","6.12M","0.74%"
"06-09-2022","404.45","407.00","407.35","401.25","9.11M","-0.26%"
"05-09-2022","405.50","407.00","408.00","404.00","9.01M","-0.54%"
"02-09-2022","407.70","412.55","412.75","407.10","4.91M","-0.67%"
"01-09-2022","410.45","409.90","411.65","404.85","5.89M","-0.75%"
"30-08-2022","413.55","409.15","415.95","406.25","9.88M","2.28%"
"29-08-2022","404.35","405.00","406.35","399.00","11.76M","-3.09%"
"26-08-2022","417.25","418.50","422.50","416.30","3.95M","0.49%"
"25-08-2022","415.20","419.30","420.10","414.95","4.38M","-0.23%"
"24-08-2022","416.15","417.80","419.50","414.35","3.71M","-0.12%"
"23-08-2022","416.65","415.00","418.50","410.00","8.51M","-0.80%"
"22-08-2022","420.00","430.90","430.90","419.05","6.45M","-2.88%"
"19-08-2022","432.45","438.95","442.50","431.00","8.63M","-0.60%"
"18-08-2022","435.05","441.75","441.75","434.05","8.44M","-1.81%"
"17-08-2022","443.05","437.25","444.90","436.65","5.20M","1.36%"
"16-08-2022","437.10","438.50","439.80","436.60","2.39M","0.23%"
"12-08-2022","436.10","437.10","438.50","435.00","3.55M","-0.54%"
"11-08-2022","438.45","438.00","442.00","436.30","4.58M","1.93%"
"10-08-2022","430.15","435.00","436.00","426.30","5.66M","-1.31%"
"08-08-2022","435.85","442.80","442.80","435.20","4.78M","-0.94%"
"05-08-2022","440.00","436.15","442.00","436.15","6.48M","1.03%"
"04-08-2022","435.50","437.05","440.30","427.10","8.89M","0.73%"
"03-08-2022","432.35","429.00","433.00","427.50","6.02M","0.64%"
"02-08-2022","429.60","428.95","431.65","424.65","8.46M","0.14%"
"01-08-2022","429.00","426.20","430.90","422.60","5.18M","1.25%"
"29-07-2022","423.70","420.60","424.30","417.80","7.96M","1.85%"
"28-07-2022","416.00","411.80","417.00","410.90","7.95M","2.30%"
"27-07-2022","406.65","404.95","407.40","401.95","7.04M","0.36%"
"26-07-2022","405.20","414.80","415.40","404.30","7.59M","-2.31%"
"25-07-2022","414.80","410.50","415.65","408.55","6.27M","0.96%"
"22-07-2022","410.85","415.75","417.40","409.05","7.73M","-0.76%"
"21-07-2022","414.00","408.85","417.50","402.60","22.69M","0.46%"
"20-07-2022","412.10","410.80","417.50","407.10","12.62M","1.59%"
"19-07-2022","405.65","403.00","407.80","401.20","6.45M","0.22%"
"18-07-2022","404.75","399.00","405.70","396.65","6.82M","2.77%"
"15-07-2022","393.85","400.95","404.10","391.00","11.16M","-1.89%"
"14-07-2022","401.45","410.60","410.60","400.50","6.58M","-1.29%"
"13-07-2022","406.70","412.00","412.00","405.35","5.98M","-0.60%"
"12-07-2022","409.15","409.00","414.85","408.00","4.89M","-0.50%"
"11-07-2022","411.20","414.75","415.00","405.55","8.34M","-1.88%"
"08-07-2022","419.10","424.00","424.70","416.55","4.77M","-0.40%"
"07-07-2022","420.80","420.00","423.95","417.20","5.35M","1.14%"
"06-07-2022","416.05","418.60","418.60","413.10","5.26M","0.59%"
"05-07-2022","413.60","421.10","423.05","413.05","5.76M","-1.59%"
"04-07-2022","420.30","420.95","421.75","416.00","3.19M","-0.40%"
"01-07-2022","422.00","415.00","423.20","411.40","4.45M","1.43%"
"30-06-2022","416.05","421.90","423.00","415.00","6.06M","-1.12%"
"29-06-2022","420.75","420.00","424.80","417.40","8.34M","-1.52%"
"28-06-2022","427.25","422.00","429.10","415.70","6.05M","0.55%"
"27-06-2022","424.90","427.00","430.75","424.00","6.22M","1.47%"
"24-06-2022","418.75","421.00","426.00","415.75","7.68M","-0.07%"
"23-06-2022","419.05","412.50","420.80","411.30","9.83M","1.90%"
"22-06-2022","411.25","422.70","422.70","410.30","8.10M","-3.27%"
"21-06-2022","425.15","420.00","426.75","416.65","6.09M","2.53%"
"20-06-2022","414.65","409.00","417.90","404.15","10.38M","2.33%"
"17-06-2022","405.20","416.00","418.75","402.05","20.78M","-4.05%"
"16-06-2022","422.30","446.00","446.75","419.75","8.97M","-4.04%"
"15-06-2022","440.10","448.45","450.65","439.30","5.70M","-1.30%"
"14-06-2022","445.90","440.00","453.70","438.00","6.53M","-0.04%"
"13-06-2022","446.10","450.05","453.00","445.00","7.07M","-3.22%"
"10-06-2022","460.95","467.20","467.20","456.30","8.73M","-2.97%"
"09-06-2022","475.05","467.05","476.15","464.25","3.70M","0.99%"
"08-06-2022","470.40","471.05","472.00","464.30","2.81M","0.59%"
"07-06-2022","467.65","470.00","470.75","465.15","2.35M","-1.17%"
"06-06-2022","473.20","472.00","475.50","464.20","6.90M","-0.48%"
"03-06-2022","475.50","479.65","488.00","474.50","11.63M","0.28%"
"02-06-2022","474.15","471.80","476.45","468.10","5.27M","0.72%"
"01-06-2022","470.75","478.95","478.95","468.50","5.26M","-1.53%"
"31-05-2022","478.05","475.90","480.75","470.40","15.79M","0.38%"
"30-05-2022","476.25","473.15","481.50","473.15","6.15M","1.99%"
"27-05-2022","466.95","460.00","467.95","456.25","5.71M","3.00%"
"26-05-2022","453.35","446.00","454.70","444.00","5.79M","1.91%"
"25-05-2022","444.85","460.15","460.85","443.20","7.74M","-3.28%"
"24-05-2022","459.95","468.45","469.60","458.00","6.89M","-1.30%"
"23-05-2022","466.00","463.80","467.80","457.50","7.06M","1.39%"
"20-05-2022","459.60","462.00","462.20","455.00","6.37M","1.87%"
"19-05-2022","451.15","466.15","473.80","450.00","11.47M","-6.25%"
"18-05-2022","481.25","490.90","495.25","480.60","7.70M","-1.11%"
"17-05-2022","486.65","471.00","489.00","468.30","5.66M","3.99%"
"16-05-2022","468.00","474.00","474.35","465.00","3.66M","-0.14%"
"13-05-2022","468.65","479.50","479.50","467.00","8.39M","-1.09%"
"12-05-2022","473.80","468.10","476.00","462.15","7.29M","0.40%"
"11-05-2022","471.90","480.05","481.95","462.55","10.51M","-1.20%"
"10-05-2022","477.65","483.00","483.75","476.15","7.48M","-1.14%"
"09-05-2022","483.15","482.00","489.35","474.60","8.34M","-0.40%"
"06-05-2022","485.10","490.00","490.90","481.00","9.22M","-3.20%"
"05-05-2022","501.15","501.00","503.70","496.30","5.43M","1.91%"
"04-05-2022","491.75","500.00","503.85","489.25","8.63M","-0.66%"
"02-05-2022","495.00","515.50","519.00","492.60","21.91M","-2.71%"
"29-04-2022","508.80","528.50","528.50","507.00","12.08M","-2.63%"
"28-04-2022","522.55","524.00","526.65","516.00","6.62M","0.69%"
"27-04-2022","518.95","527.00","527.00","514.50","8.14M","-1.95%"
"26-04-2022","529.25","537.00","537.75","527.10","4.36M","-0.02%"
"25-04-2022","529.35","529.95","531.15","523.30","4.74M","-1.55%"
"22-04-2022","537.70","535.00","540.85","530.65","4.89M","-0.28%"
"21-04-2022","539.20","541.00","542.50","537.35","6.69M","0.50%"
"20-04-2022","536.50","536.00","540.55","531.35","4.33M","1.14%"
"19-04-2022","530.45","544.00","545.55","526.05","6.64M","-1.51%"
"18-04-2022","538.60","549.85","549.85","536.00","9.47M","-3.68%"
"13-04-2022","559.20","560.00","565.50","554.60","5.60M","0.09%"
"12-04-2022","558.70","568.00","568.00","556.20","8.17M","-2.17%"
"11-04-2022","571.10","584.00","584.25","568.10","8.58M","-2.15%"
"08-04-2022","583.65","586.00","587.00","580.50","4.32M","0.48%"
"07-04-2022","580.85","592.00","592.00","577.50","7.86M","-2.14%"
"06-04-2022","593.55","598.00","598.00","591.00","4.12M","-0.93%"
"05-04-2022","599.15","605.45","609.50","598.05","6.43M","-1.07%"
"04-04-2022","605.60","605.00","606.50","599.00","4.43M","0.63%"
"01-04-2022","601.80","591.70","603.40","589.30","4.28M","1.67%"
"31-03-2022","591.90","600.00","603.30","590.20","7.24M","-1.48%"
"30-03-2022","600.80","605.10","609.30","599.50","7.74M","-0.28%"
"29-03-2022","602.50","603.00","605.35","599.15","4.70M","0.38%"
"28-03-2022","600.20","608.00","609.00","597.10","5.74M","-0.52%"
"25-03-2022","603.35","611.00","614.00","597.25","5.99M","-1.18%"
"24-03-2022","610.55","607.00","613.80","605.80","3.88M","-0.11%"
"23-03-2022","611.20","613.95","615.00","607.70","5.70M","0.19%"
"22-03-2022","610.05","603.40","611.00","596.15","7.79M","1.67%"
"21-03-2022","600.00","605.10","616.00","598.00","7.80M","-0.20%"
"17-03-2022","601.20","605.00","611.00","599.00","8.44M","0.49%"
"16-03-2022","598.25","595.25","599.45","592.50","5.58M","1.80%"
"15-03-2022","587.70","603.70","603.70","584.30","6.93M","-1.75%"
"14-03-2022","598.15","586.40","600.80","586.00","7.50M","2.04%"
"11-03-2022","586.20","587.00","590.00","582.40","4.96M","-0.35%"
"10-03-2022","588.25","595.00","596.50","584.60","8.08M","0.47%"
"09-03-2022","585.50","588.00","596.40","582.15","11.76M","-0.33%"
"08-03-2022","587.45","572.00","590.75","572.00","11.02M","2.73%"
"07-03-2022","571.85","563.00","579.65","562.25","10.56M","-0.60%"
"04-03-2022","575.30","561.00","580.00","554.05","13.47M","1.01%"
"03-03-2022","569.55","563.00","575.95","560.35","12.96M","2.58%"
"02-03-2022","555.20","555.00","558.30","550.40","8.18M","-0.11%"
"28-02-2022","555.80","551.00","560.10","544.10","9.16M","0.10%"
"25-02-2022","555.25","548.00","558.75","547.50","7.96M","3.37%"
"24-02-2022","537.15","548.00","556.90","531.15","13.48M","-5.28%"
"23-02-2022","567.10","569.20","570.90","562.65","7.20M","0.52%"
"22-02-2022","564.15","556.25","569.00","556.10","10.75M","-1.17%"
"21-02-2022","570.80","555.75","572.70","555.40","8.77M","1.48%"
"18-02-2022","562.45","559.00","565.70","555.35","6.71M","-0.43%"
"17-02-2022","564.90","572.00","572.40","561.15","7.11M","0.18%"
"16-02-2022","563.90","565.15","570.30","557.55","7.30M","0.10%"
"15-02-2022","563.35","545.60","565.25","543.25","6.84M","4.00%"
"14-02-2022","541.70","550.00","557.15","540.00","8.12M","-3.52%"
"11-02-2022","561.45","566.00","566.00","557.10","7.72M","-2.13%"
"10-02-2022","573.65","572.40","574.75","566.20","5.80M","0.83%"
"09-02-2022","568.95","564.40","570.75","563.30","5.10M","1.55%"
"08-02-2022","560.25","561.40","565.80","554.45","6.98M","0.58%"
"07-02-2022","557.00","571.90","573.80","555.60","7.55M","-2.58%"
"04-02-2022","571.75","577.00","577.80","568.05","6.82M","-1.12%"
"03-02-2022","578.25","584.70","588.80","576.15","7.04M","-1.66%"
"02-02-2022","588.00","582.00","590.00","575.00","8.18M","1.97%"
"01-02-2022","576.65","579.90","582.40","566.45","10.46M","0.71%"
"31-01-2022","572.60","569.00","574.40","562.55","13.13M","3.70%"
"28-01-2022","552.15","550.10","564.95","546.65","14.95M","1.36%"
"27-01-2022","544.75","555.00","556.90","537.20","15.68M","-3.19%"
"25-01-2022","562.70","562.50","572.00","550.70","17.36M","-1.75%"
"24-01-2022","572.75","605.50","605.50","568.45","13.08M","-5.34%"
"21-01-2022","605.05","610.00","611.00","600.80","9.82M","-1.65%"
"20-01-2022","615.20","620.65","622.40","610.50","8.41M","-0.96%"
"19-01-2022","621.15","631.00","631.65","619.00","8.69M","-1.92%"
"18-01-2022","633.30","648.90","650.00","631.15","7.16M","-2.06%"
"17-01-2022","646.65","639.50","651.65","633.05","10.23M","1.07%"
"14-01-2022","639.80","649.25","649.25","636.50","13.26M","-1.53%"
"13-01-2022","649.75","663.20","666.00","648.00","30.75M","-6.02%"
"12-01-2022","691.35","700.00","701.75","683.20","11.73M","-0.40%"
"11-01-2022","694.15","695.00","698.45","689.00","7.74M","0.09%"
"10-01-2022","693.50","709.00","709.00","690.00","13.77M","-2.53%"
"07-01-2022","711.50","708.00","721.50","707.60","6.56M","0.81%"
"06-01-2022","705.75","705.80","712.25","699.95","6.44M","-1.09%"
"05-01-2022","713.50","720.00","720.85","703.00","7.36M","-1.11%"
"04-01-2022","721.50","722.75","723.10","711.55","5.11M","0.39%"
"03-01-2022","718.70","718.00","726.80","716.00","4.64M","0.47%"
"31-12-2021","715.35","715.80","718.80","709.10","4.27M","0.18%"
"30-12-2021","714.10","705.10","719.90","704.00","9.04M","1.48%"
"29-12-2021","703.70","705.25","710.00","700.05","3.95M","-0.25%"
"28-12-2021","705.45","703.00","707.50","701.55","5.08M","0.84%"
"27-12-2021","699.60","699.85","701.00","691.15","5.09M","0.16%"
"24-12-2021","698.45","697.75","702.40","690.15","6.59M","0.56%"
"23-12-2021","694.55","690.10","702.00","689.10","6.47M","1.30%"
"22-12-2021","685.65","695.90","695.90","681.20","6.16M","-0.75%"
"21-12-2021","690.80","676.00","697.10","671.00","13.68M","3.73%"
"20-12-2021","665.95","667.55","677.50","663.00","13.15M","-0.72%"
"17-12-2021","670.80","660.00","676.80","650.10","52.30M","4.11%"
"16-12-2021","644.30","644.00","649.90","639.40","6.22M","1.24%"
"15-12-2021","636.40","646.70","646.70","635.35","3.56M","-1.62%"
"14-12-2021","646.90","646.00","651.90","639.25","4.30M","0.23%"
"13-12-2021","645.40","643.50","656.55","640.20","6.56M","1.12%"
"10-12-2021","638.25","642.15","645.90","635.10","4.26M","-0.77%"
"09-12-2021","643.20","641.75","647.60","637.85","3.43M","0.23%"
"08-12-2021","641.70","639.00","653.00","638.25","7.68M","1.47%"
"07-12-2021","632.40","628.00","634.55","623.00","4.28M","1.27%"
"06-12-2021","624.50","637.25","644.20","623.15","4.70M","-2.54%"
"03-12-2021","640.75","644.75","653.95","639.90","6.70M","-0.94%"
"02-12-2021","646.80","636.90","648.10","629.00","5.11M","1.89%"
